ensembl_gene_id	gene_biotype	hgnc_symbol
ENSG00000254816	processed_pseudogene	
ENSG00000147889	protein_coding	CDKN2A
ENSG00000198237	unprocessed_pseudogene	
ENSG00000233834	processed_transcript	
ENSG00000181903	protein_coding	OR4C6
ENSG00000273780	protein_coding	ARHGAP23
ENSG00000280185	TEC	
ENSG00000277324	antisense	
ENSG00000236133	lincRNA	LINC01069
ENSG00000257817	lincRNA	
ENSG00000231293	processed_pseudogene	RPL36AP6
ENSG00000263301	antisense	
ENSG00000224686	processed_pseudogene	TCEB1P23
ENSG00000262624	antisense	
ENSG00000257515	lincRNA	
ENSG00000280626	unprocessed_pseudogene	
ENSG00000250198	lincRNA	
ENSG00000260939	processed_pseudogene	
ENSG00000272884	processed_transcript	
ENSG00000067177	protein_coding	PHKA1
ENSG00000065413	protein_coding	ANKRD44
ENSG00000272202	antisense	
ENSG00000229979	processed_pseudogene	
ENSG00000198055	protein_coding	GRK6
ENSG00000214695	processed_pseudogene	NPAP1P2
ENSG00000182035	protein_coding	ADIG
ENSG00000275190	protein_coding	UGT2B10
ENSG00000255633	processed_pseudogene	MTRNR2L9
ENSG00000183837	protein_coding	PNMA3
ENSG00000279200	TEC	
ENSG00000089053	protein_coding	ANAPC5
ENSG00000258598	lincRNA	
ENSG00000241385	processed_pseudogene	
ENSG00000265545	processed_pseudogene	
ENSG00000156928	protein_coding	MALSU1
ENSG00000204437	unprocessed_pseudogene	CTSLP6
ENSG00000005436	protein_coding	GCFC2
ENSG00000154188	protein_coding	ANGPT1
ENSG00000229589	antisense	ACVR2B-AS1
ENSG00000144355	protein_coding	DLX1
ENSG00000186591	protein_coding	UBE2H
ENSG00000235961	protein_coding	PNMA6A
ENSG00000234799	unprocessed_pseudogene	HLA-N
ENSG00000268883	unprocessed_pseudogene	PNMA6B
ENSG00000223979	lincRNA	SMCR2
ENSG00000204655	protein_coding	MOG
ENSG00000255929	antisense	
ENSG00000085433	protein_coding	WDR47
ENSG00000196371	protein_coding	FUT4
ENSG00000231179	protein_coding	MICB
ENSG00000213368	processed_pseudogene	ST13P11
ENSG00000255666	lincRNA	
ENSG00000256469	antisense	
ENSG00000250604	antisense	
ENSG00000114739	protein_coding	ACVR2B
ENSG00000089250	protein_coding	NOS1
ENSG00000116871	protein_coding	MAP7D1
ENSG00000138347	protein_coding	MYPN
ENSG00000248429	antisense	
ENSG00000162402	protein_coding	USP24
ENSG00000182264	protein_coding	IZUMO1
ENSG00000101751	protein_coding	POLI
ENSG00000152256	protein_coding	PDK1
ENSG00000266962	antisense	
ENSG00000233328	processed_pseudogene	PFN1P1
ENSG00000230364	processed_pseudogene	RPL4P3
ENSG00000261480	lincRNA	
ENSG00000251158	unprocessed_pseudogene	
ENSG00000233727	processed_pseudogene	
ENSG00000224836	processed_pseudogene	
ENSG00000254396	lincRNA	
ENSG00000271492	processed_pseudogene	MEMO1P5
ENSG00000236783	processed_pseudogene	RPS15AP27
ENSG00000197982	protein_coding	C1orf122
ENSG00000268089	protein_coding	GABRQ
ENSG00000244184	antisense	
ENSG00000213216	processed_pseudogene	
ENSG00000101665	protein_coding	SMAD7
ENSG00000235085	antisense	
ENSG00000139890	protein_coding	REM2
ENSG00000225078	processed_pseudogene	
ENSG00000235877	processed_pseudogene	HCG19P
ENSG00000230441	processed_pseudogene	UBQLN1P1
ENSG00000213939	processed_pseudogene	
ENSG00000235840	lincRNA	
ENSG00000111644	protein_coding	ACRBP
ENSG00000188394	protein_coding	GPR21
ENSG00000266036	antisense	
ENSG00000255710	processed_pseudogene	
ENSG00000258343	antisense	
ENSG00000189266	protein_coding	PNRC2
ENSG00000110756	protein_coding	HPS5
ENSG00000124564	protein_coding	SLC17A3
ENSG00000261550	antisense	
ENSG00000112232	protein_coding	KHDRBS2
ENSG00000277639	lincRNA	
ENSG00000176728	lincRNA	TTTY14
ENSG00000068120	protein_coding	COASY
ENSG00000262228	lincRNA	
ENSG00000174403	antisense	C20orf166-AS1
ENSG00000227132	processed_transcript	
ENSG00000170291	protein_coding	ELP5
ENSG00000113615	protein_coding	SEC24A
ENSG00000253457	protein_coding	SMIM18
ENSG00000215271	protein_coding	HOMEZ
ENSG00000196449	protein_coding	YRDC
ENSG00000217896	processed_pseudogene	ZNF839P1
ENSG00000253112	antisense	
ENSG00000188223	protein_coding	
ENSG00000185275	processed_pseudogene	CD24P4
ENSG00000258292	lincRNA	
ENSG00000189169	protein_coding	KRTAP10-12
ENSG00000228506	antisense	
ENSG00000233558	processed_pseudogene	
ENSG00000167895	protein_coding	TMC8
ENSG00000197265	protein_coding	GTF2E2
ENSG00000106785	protein_coding	TRIM14
ENSG00000048028	protein_coding	USP28
ENSG00000144649	protein_coding	FAM198A
ENSG00000126246	protein_coding	IGFLR1
ENSG00000113073	protein_coding	SLC4A9
ENSG00000196357	protein_coding	ZNF565
ENSG00000132424	protein_coding	PNISR
ENSG00000121775	protein_coding	TMEM39B
ENSG00000258842	lincRNA	
ENSG00000254906	antisense	
ENSG00000186074	protein_coding	CD300LF
ENSG00000243453	processed_pseudogene	COX7BP1
ENSG00000225629	processed_transcript	HCG22
ENSG00000225477	processed_pseudogene	
ENSG00000263829	processed_pseudogene	FAM60BP
ENSG00000139973	protein_coding	SYT16
ENSG00000238153	processed_pseudogene	
ENSG00000264911	processed_pseudogene	
ENSG00000240215	unprocessed_pseudogene	TRBV25OR9-2
ENSG00000243489	protein_coding	KRTAP10-11
ENSG00000140950	protein_coding	TLDC1
ENSG00000240056	antisense	
ENSG00000279184	antisense	
ENSG00000272672	lincRNA	
ENSG00000275436	protein_coding	KIR2DL5A
ENSG00000187766	protein_coding	KRTAP10-8
ENSG00000169621	protein_coding	APLF
ENSG00000168743	protein_coding	NPNT
ENSG00000264067	antisense	
ENSG00000205439	protein_coding	KRTAP12-3
ENSG00000232930	lincRNA	
ENSG00000257999	antisense	
ENSG00000100242	protein_coding	SUN2
ENSG00000171396	protein_coding	KRTAP4-4
ENSG00000232439	processed_pseudogene	RPL18AP7
ENSG00000111696	protein_coding	NT5DC3
ENSG00000125780	protein_coding	TGM3
ENSG00000267450	processed_pseudogene	OR1AB1P
ENSG00000267517	lincRNA	
ENSG00000167595	protein_coding	PROSER3
ENSG00000141456	protein_coding	PELP1
ENSG00000243721	processed_pseudogene	RPL23AP63
ENSG00000235463	processed_pseudogene	
ENSG00000196156	protein_coding	KRTAP4-3
ENSG00000225787	processed_pseudogene	LSM3P3
ENSG00000188051	protein_coding	TMEM221
ENSG00000225943	processed_pseudogene	
ENSG00000237021	lincRNA	
ENSG00000233407	antisense	
ENSG00000141384	protein_coding	TAF4B
ENSG00000234080	processed_pseudogene	
ENSG00000233862	antisense	
ENSG00000171766	protein_coding	GATM
ENSG00000234324	processed_pseudogene	RPL9P2
ENSG00000176597	protein_coding	B3GNT5
ENSG00000127074	protein_coding	RGS13
ENSG00000111817	protein_coding	DSE
ENSG00000184459	protein_coding	BPIFC
ENSG00000159714	protein_coding	ZDHHC1
ENSG00000253614	lincRNA	
ENSG00000121903	protein_coding	ZSCAN20
ENSG00000149084	protein_coding	HSD17B12
ENSG00000100462	protein_coding	PRMT5
ENSG00000188157	protein_coding	AGRN
ENSG00000250686	3prime_overlapping_ncrna	
ENSG00000155893	protein_coding	PXYLP1
ENSG00000215117	lincRNA	LINC00588
ENSG00000168002	protein_coding	POLR2G
ENSG00000237737	antisense	DCTN1-AS1
ENSG00000277281	polymorphic_pseudogene	MUC6
ENSG00000151092	protein_coding	NGLY1
ENSG00000241123	protein_coding	KRTAP10-5
ENSG00000100099	protein_coding	HPS4
ENSG00000212933	protein_coding	KRTAP12-4
ENSG00000254225	processed_pseudogene	
ENSG00000255547	processed_pseudogene	RPA2P3
ENSG00000123329	protein_coding	ARHGAP9
ENSG00000230916	processed_pseudogene	
ENSG00000006788	protein_coding	MYH13
ENSG00000136273	protein_coding	HUS1
ENSG00000130829	protein_coding	DUSP9
ENSG00000264985	antisense	
ENSG00000228175	processed_pseudogene	GEMIN8P4
ENSG00000148291	protein_coding	SURF2
ENSG00000264750	antisense	
ENSG00000265780	antisense	
ENSG00000258728	protein_coding	
ENSG00000267179	protein_coding	
ENSG00000011451	protein_coding	WIZ
ENSG00000186143	protein_coding	PRR30
ENSG00000224452	processed_pseudogene	RSL24D1P6
ENSG00000236308	antisense	
ENSG00000243388	processed_pseudogene	RPL3P3
ENSG00000260259	lincRNA	
ENSG00000256577	antisense	
ENSG00000235217	transcribed_processed_pseudogene	TSPY26P
ENSG00000179083	protein_coding	FAM133A
ENSG00000255671	antisense	
ENSG00000189221	protein_coding	MAOA
ENSG00000135222	protein_coding	CSN2
ENSG00000280917	processed_pseudogene	
ENSG00000225783	lincRNA	MIAT
ENSG00000258758	processed_pseudogene	
ENSG00000271855	lincRNA	
ENSG00000230982	processed_pseudogene	DSTNP1
ENSG00000282145	unprocessed_pseudogene	
ENSG00000270826	processed_pseudogene	
ENSG00000248550	lincRNA	OTX2-AS1
ENSG00000224753	processed_transcript	
ENSG00000236608	processed_pseudogene	EIF4A1P6
ENSG00000054690	protein_coding	PLEKHH1
ENSG00000279550	TEC	
ENSG00000274533	protein_coding	KIR2DS4
ENSG00000196757	protein_coding	ZNF700
ENSG00000258592	lincRNA	
ENSG00000282444	unprocessed_pseudogene	
ENSG00000188078	unprocessed_pseudogene	
ENSG00000282422	processed_pseudogene	
ENSG00000282567	unprocessed_pseudogene	
ENSG00000196741	lincRNA	LINC01560
ENSG00000261662	sense_overlapping	
ENSG00000235184	processed_pseudogene	ZNF90P2
ENSG00000229971	antisense	
ENSG00000224448	processed_pseudogene	
ENSG00000204227	protein_coding	RING1
ENSG00000226952	processed_pseudogene	
ENSG00000230004	processed_transcript	HCG14
ENSG00000153406	protein_coding	NMRAL1
ENSG00000168090	protein_coding	COPS6
ENSG00000147121	protein_coding	KRBOX4
ENSG00000228694	processed_pseudogene	MTND4P18
ENSG00000282255	sense_intronic	
ENSG00000259550	processed_pseudogene	HNRNPA1P74
ENSG00000235246	antisense	
ENSG00000183763	protein_coding	TRAIP
ENSG00000114124	protein_coding	GRK7
ENSG00000156876	protein_coding	SASS6
ENSG00000131871	protein_coding	VIMP
ENSG00000125354	protein_coding	SEPT6
ENSG00000225105	lincRNA	LINC01076
ENSG00000227521	processed_pseudogene	
ENSG00000235315	processed_pseudogene	RPL23AP69
ENSG00000255431	unprocessed_pseudogene	OR5B19P
ENSG00000255096	unprocessed_pseudogene	OR5B10P
ENSG00000258776	lincRNA	
ENSG00000237035	lincRNA	
ENSG00000134308	protein_coding	YWHAQ
ENSG00000268070	processed_pseudogene	
ENSG00000282786	processed_pseudogene	
ENSG00000126003	protein_coding	PLAGL2
ENSG00000225421	lincRNA	
ENSG00000255333	processed_pseudogene	
ENSG00000264000	antisense	
ENSG00000236653	lincRNA	
ENSG00000137766	protein_coding	UNC13C
ENSG00000259136	processed_pseudogene	
ENSG00000265316	antisense	
ENSG00000249068	processed_pseudogene	
ENSG00000213557	processed_pseudogene	
ENSG00000183396	protein_coding	TMEM89
ENSG00000241073	antisense	
ENSG00000272434	antisense	
ENSG00000216378	processed_pseudogene	
ENSG00000113721	protein_coding	PDGFRB
ENSG00000258903	lincRNA	
ENSG00000223536	lincRNA	
ENSG00000255542	antisense	
ENSG00000175106	protein_coding	TVP23C
ENSG00000246560	antisense	
ENSG00000219392	unprocessed_pseudogene	
ENSG00000229607	lincRNA	
ENSG00000275513	protein_coding	KIR3DL3
ENSG00000172995	protein_coding	ARPP21
ENSG00000224604	processed_pseudogene	
ENSG00000229240	processed_transcript	LINC00710
ENSG00000253789	transcribed_processed_pseudogene	NARSP2
ENSG00000248932	antisense	
ENSG00000272804	protein_coding	KRTAP10-7
ENSG00000156875	protein_coding	HIAT1
ENSG00000237360	processed_pseudogene	CHCHD4P2
ENSG00000237670	lincRNA	
ENSG00000271659	antisense	
ENSG00000232109	processed_pseudogene	
ENSG00000223382	lincRNA	
ENSG00000239988	processed_pseudogene	RPL31P60
ENSG00000255004	antisense	
ENSG00000113838	protein_coding	TBCCD1
ENSG00000214843	processed_pseudogene	ZFYVE9P2
ENSG00000197786	protein_coding	OR5B17
ENSG00000233515	lincRNA	LINC01518
ENSG00000271155	antisense	
ENSG00000278035	lincRNA	
ENSG00000253261	processed_pseudogene	
ENSG00000236348	processed_pseudogene	PSMC1P10
ENSG00000221859	protein_coding	KRTAP10-10
ENSG00000258170	lincRNA	
ENSG00000259933	sense_overlapping	
ENSG00000230030	lincRNA	
ENSG00000236382	unprocessed_pseudogene	KRTAP10-13P
ENSG00000250747	processed_pseudogene	
ENSG00000167874	protein_coding	TMEM88
ENSG00000231837	processed_pseudogene	RPS7P2
ENSG00000169253	processed_pseudogene	
ENSG00000282287	antisense	
ENSG00000230003	processed_pseudogene	
ENSG00000232293	processed_pseudogene	PAICSP7
ENSG00000235143	antisense	
ENSG00000258471	antisense	
ENSG00000184303	processed_pseudogene	DRD5P1
ENSG00000240427	processed_pseudogene	RPS26P34
ENSG00000226352	antisense	
ENSG00000237252	processed_pseudogene	
ENSG00000101017	protein_coding	CD40
ENSG00000231416	processed_pseudogene	
ENSG00000115896	protein_coding	PLCL1
ENSG00000274398	processed_pseudogene	
ENSG00000153310	protein_coding	FAM49B
ENSG00000228398	processed_pseudogene	HMGN2P25
ENSG00000254275	processed_transcript	LINC00824
ENSG00000178035	protein_coding	IMPDH2
ENSG00000108100	protein_coding	CCNY
ENSG00000138385	protein_coding	SSB
ENSG00000229316	processed_pseudogene	HMGB1P45
ENSG00000237313	protein_coding	LINC01556
ENSG00000121289	protein_coding	CEP89
ENSG00000069188	protein_coding	SDK2
ENSG00000214819	protein_coding	CDRT15L2
ENSG00000229107	processed_pseudogene	ABHD17AP4
ENSG00000092199	protein_coding	HNRNPC
ENSG00000115159	protein_coding	GPD2
ENSG00000272295	protein_coding	
ENSG00000011454	protein_coding	RABGAP1
ENSG00000131495	protein_coding	NDUFA2
ENSG00000134265	protein_coding	NAPG
ENSG00000196083	protein_coding	IL1RAP
ENSG00000253299	processed_pseudogene	
ENSG00000253824	lincRNA	
ENSG00000262599	protein_coding	KIAA1147
ENSG00000281687	transcribed_unprocessed_pseudogene	SDHAP2
ENSG00000276920	protein_coding	NKD2
ENSG00000176563	protein_coding	CNTD1
ENSG00000121390	protein_coding	PSPC1
ENSG00000272768	antisense	
ENSG00000282336	antisense	
ENSG00000130731	protein_coding	C16orf13
ENSG00000253826	processed_pseudogene	WBP1LP10
ENSG00000227945	antisense	
ENSG00000146676	protein_coding	PURB
ENSG00000282357	antisense	
ENSG00000262671	processed_transcript	
ENSG00000237530	lincRNA	
ENSG00000230160	processed_pseudogene	
ENSG00000187240	protein_coding	DYNC2H1
ENSG00000145287	protein_coding	PLAC8
ENSG00000262903	antisense	
ENSG00000228135	antisense	LINC01494
ENSG00000224733	antisense	
ENSG00000257950	protein_coding	P2RX5-TAX1BP3
ENSG00000160999	protein_coding	SH2B2
ENSG00000276647	processed_pseudogene	
ENSG00000224050	lincRNA	
ENSG00000167635	protein_coding	ZNF146
ENSG00000273325	lincRNA	
ENSG00000235890	antisense	TSPEAR-AS1
ENSG00000225567	unprocessed_pseudogene	OR2AD1P
ENSG00000262327	protein_coding	AGK
ENSG00000241022	processed_pseudogene	NIPA2P2
ENSG00000158186	protein_coding	MRAS
ENSG00000213300	processed_pseudogene	HNRNPA3P6
ENSG00000282426	antisense	
ENSG00000232382	protein_coding	OR5K1
ENSG00000187175	protein_coding	KRTAP12-1
ENSG00000275886	processed_transcript	
ENSG00000229280	processed_pseudogene	EEF1DP6
ENSG00000260274	lincRNA	
ENSG00000188155	protein_coding	KRTAP10-6
ENSG00000229891	lincRNA	LINC01315
ENSG00000224372	unprocessed_pseudogene	HLA-N
ENSG00000263417	lincRNA	GTSCR1
ENSG00000148700	protein_coding	ADD3
ENSG00000244537	protein_coding	KRTAP4-2
ENSG00000224486	processed_pseudogene	HCG19P
ENSG00000231622	processed_pseudogene	
ENSG00000198443	protein_coding	KRTAP4-1
ENSG00000186369	lincRNA	LINC00643
ENSG00000273578	protein_coding	KIR2DL2
ENSG00000246705	protein_coding	H2AFJ
ENSG00000274928	transcribed_unprocessed_pseudogene	KRT89P
ENSG00000141519	protein_coding	CCDC40
ENSG00000213373	lincRNA	LINC00671
ENSG00000188626	protein_coding	GOLGA8M
ENSG00000228889	lincRNA	UBAC2-AS1
ENSG00000225492	transcribed_unprocessed_pseudogene	GBP1P1
ENSG00000251439	unprocessed_pseudogene	
ENSG00000101438	protein_coding	SLC32A1
ENSG00000228808	processed_pseudogene	HMGB3P4
ENSG00000224971	processed_pseudogene	SUMO2P3
ENSG00000267014	lincRNA	LINC01532
ENSG00000230177	antisense	
ENSG00000125245	protein_coding	GPR18
ENSG00000242058	processed_pseudogene	RPS4XP19
ENSG00000260997	sense_overlapping	
ENSG00000228222	lincRNA	
ENSG00000277429	protein_coding	SERF1B
ENSG00000257878	antisense	
ENSG00000218502	processed_pseudogene	H2AFZP3
ENSG00000236511	lincRNA	LINC01231
ENSG00000237799	processed_pseudogene	CICP11
ENSG00000111231	protein_coding	GPN3
ENSG00000257715	antisense	
ENSG00000147883	protein_coding	CDKN2B
ENSG00000128915	protein_coding	ICE2
ENSG00000237227	processed_pseudogene	
ENSG00000164818	protein_coding	DNAAF5
ENSG00000275875	processed_pseudogene	
ENSG00000173511	protein_coding	VEGFB
ENSG00000240563	protein_coding	L1TD1
ENSG00000205884	protein_coding	DEFB136
ENSG00000265096	antisense	C1QTNF1-AS1
ENSG00000225341	antisense	
ENSG00000142611	protein_coding	PRDM16
ENSG00000273720	processed_pseudogene	
ENSG00000237307	processed_pseudogene	SRRM1P3
ENSG00000184761	protein_coding	
ENSG00000274853	protein_coding	MRM1
ENSG00000259083	antisense	
ENSG00000244695	processed_transcript	HCG17
ENSG00000213371	processed_pseudogene	NAP1L1P3
ENSG00000234062	transcribed_unprocessed_pseudogene	
ENSG00000235748	processed_pseudogene	SEPT14P12
ENSG00000067066	protein_coding	SP100
ENSG00000186766	protein_coding	FOXI2
ENSG00000197467	protein_coding	COL13A1
ENSG00000267332	processed_pseudogene	BOLA3P2
ENSG00000226278	unprocessed_pseudogene	PSPHP1
ENSG00000266934	sense_intronic	
ENSG00000114026	protein_coding	OGG1
ENSG00000267154	unprocessed_pseudogene	OR1M4P
ENSG00000271789	lincRNA	
ENSG00000102125	protein_coding	TAZ
ENSG00000140398	protein_coding	NEIL1
ENSG00000232379	processed_pseudogene	
ENSG00000168283	protein_coding	BMI1
ENSG00000136634	protein_coding	IL10
ENSG00000121068	protein_coding	TBX2
ENSG00000264801	transcribed_processed_pseudogene	ERVFRD-3
ENSG00000135541	protein_coding	AHI1
ENSG00000240870	processed_pseudogene	RPL19P14
ENSG00000276063	lincRNA	
ENSG00000156521	protein_coding	TYSND1
ENSG00000228124	antisense	
ENSG00000075415	protein_coding	SLC25A3
ENSG00000254509	processed_pseudogene	
ENSG00000205944	protein_coding	DAZ2
ENSG00000245498	antisense	
ENSG00000248334	transcribed_unprocessed_pseudogene	WHAMMP2
ENSG00000185168	lincRNA	LINC00482
ENSG00000254941	processed_pseudogene	
ENSG00000280285	TEC	
ENSG00000197696	protein_coding	NMB
ENSG00000115170	protein_coding	ACVR1
ENSG00000120458	protein_coding	MSANTD2
ENSG00000234893	processed_transcript	HCG18
ENSG00000237101	antisense	
ENSG00000271639	processed_pseudogene	
ENSG00000224072	processed_pseudogene	
ENSG00000276728	lincRNA	
ENSG00000237166	lincRNA	
ENSG00000267288	antisense	
ENSG00000231035	processed_pseudogene	RPL7L1P9
ENSG00000171772	protein_coding	SYCE1
ENSG00000235836	processed_pseudogene	
ENSG00000186834	protein_coding	HEXIM1
ENSG00000090863	protein_coding	GLG1
ENSG00000230408	antisense	
ENSG00000240950	processed_pseudogene	
ENSG00000260919	antisense	
ENSG00000053524	protein_coding	MCF2L2
ENSG00000242562	processed_pseudogene	DCAF13P1
ENSG00000121904	protein_coding	CSMD2
ENSG00000165973	protein_coding	NELL1
ENSG00000212123	protein_coding	PRR22
ENSG00000276979	protein_coding	KIR2DL4
ENSG00000226808	lincRNA	LINC00840
ENSG00000116128	protein_coding	BCL9
ENSG00000117697	protein_coding	NSL1
ENSG00000101162	protein_coding	TUBB1
ENSG00000163710	protein_coding	PCOLCE2
ENSG00000085982	protein_coding	USP40
ENSG00000239201	processed_pseudogene	RPL21P106
ENSG00000279847	lincRNA	C8orf87
ENSG00000245904	antisense	
ENSG00000185324	protein_coding	CDK10
ENSG00000114115	protein_coding	RBP1
ENSG00000188613	protein_coding	NANOS1
ENSG00000099810	protein_coding	MTAP
ENSG00000278586	processed_pseudogene	
ENSG00000277562	processed_pseudogene	
ENSG00000275970	protein_coding	FCAR
ENSG00000273336	unprocessed_pseudogene	OR7M1P
ENSG00000245060	lincRNA	LINC00847
ENSG00000089902	protein_coding	RCOR1
ENSG00000278518	antisense	
ENSG00000106819	protein_coding	ASPN
ENSG00000255467	antisense	
ENSG00000143552	protein_coding	NUP210L
ENSG00000259332	protein_coding	ST20-MTHFS
ENSG00000224505	antisense	
ENSG00000261535	antisense	
ENSG00000257754	antisense	
ENSG00000187790	protein_coding	FANCM
ENSG00000253772	processed_pseudogene	
ENSG00000213525	processed_pseudogene	
ENSG00000279196	TEC	
ENSG00000226726	processed_pseudogene	TMEM256P2
ENSG00000107036	protein_coding	RIC1
ENSG00000223783	lincRNA	
ENSG00000215065	processed_pseudogene	DUSP8P4
ENSG00000134198	protein_coding	TSPAN2
ENSG00000233942	lincRNA	
ENSG00000265630	unprocessed_pseudogene	GLUD1P8
ENSG00000099381	protein_coding	SETD1A
ENSG00000230702	processed_pseudogene	
ENSG00000078328	protein_coding	RBFOX1
ENSG00000112474	protein_coding	HSD17B8
ENSG00000262772	lincRNA	
ENSG00000229152	sense_intronic	ANKRD10-IT1
ENSG00000183292	protein_coding	
ENSG00000186867	protein_coding	QRFPR
ENSG00000276425	protein_coding	KIR2DS2
ENSG00000277498	unprocessed_pseudogene	
ENSG00000240731	sense_intronic	
ENSG00000220125	processed_pseudogene	MRPL32P1
ENSG00000232809	processed_pseudogene	VDAC1P10
ENSG00000249863	processed_pseudogene	
ENSG00000282265	lincRNA	
ENSG00000267667	antisense	
ENSG00000171219	protein_coding	CDC42BPG
ENSG00000263120	sense_intronic	
ENSG00000229780	antisense	UBE2Q1-AS1
ENSG00000179151	protein_coding	EDC3
ENSG00000130649	protein_coding	CYP2E1
ENSG00000167139	protein_coding	TBC1D21
ENSG00000267131	antisense	
ENSG00000267986	antisense	
ENSG00000170929	protein_coding	OR1M1
ENSG00000270778	processed_pseudogene	BUB1P1
ENSG00000230988	processed_pseudogene	RPL23AP11
ENSG00000213480	processed_pseudogene	
ENSG00000267083	processed_pseudogene	KRT18P61
ENSG00000088448	protein_coding	ANKRD10
ENSG00000259188	antisense	
ENSG00000235162	protein_coding	C12orf75
ENSG00000002330	protein_coding	BAD
ENSG00000160714	protein_coding	UBE2Q1
ENSG00000167674	protein_coding	
ENSG00000121064	protein_coding	SCPEP1
ENSG00000265101	lincRNA	
ENSG00000224264	protein_coding	VARS
ENSG00000213684	processed_pseudogene	LDHBP2
ENSG00000168517	protein_coding	HEXIM2
ENSG00000237002	lincRNA	
ENSG00000241595	protein_coding	KRTAP9-4
ENSG00000275914	protein_coding	KIR2DL2
ENSG00000198083	protein_coding	KRTAP9-9
ENSG00000238269	protein_coding	PAGE2B
ENSG00000267211	lincRNA	
ENSG00000232408	antisense	
ENSG00000259316	protein_coding	
ENSG00000248807	unprocessed_pseudogene	KRTAP9-12P
ENSG00000204873	protein_coding	KRTAP9-3
ENSG00000239886	protein_coding	KRTAP9-2
ENSG00000142303	protein_coding	ADAMTS10
ENSG00000198934	protein_coding	MAGEE1
ENSG00000206372	protein_coding	C2
ENSG00000276512	transcribed_unprocessed_pseudogene	
ENSG00000272748	lincRNA	
ENSG00000231001	processed_pseudogene	CCNB1IP1P3
ENSG00000101347	protein_coding	SAMHD1
ENSG00000256250	lincRNA	
ENSG00000236132	processed_pseudogene	
ENSG00000132376	protein_coding	INPP5K
ENSG00000256299	lincRNA	
ENSG00000235447	processed_pseudogene	TRAPPC13P1
ENSG00000279083	TEC	
ENSG00000234199	lincRNA	LINC01191
ENSG00000229644	processed_pseudogene	NAMPTP1
ENSG00000271264	processed_pseudogene	MZT1P1
ENSG00000250274	lincRNA	
ENSG00000276692	processed_pseudogene	
ENSG00000227813	processed_pseudogene	
ENSG00000204837	unprocessed_pseudogene	
ENSG00000246366	antisense	LACTB2-AS1
ENSG00000215347	processed_pseudogene	SLC25A5P1
ENSG00000240253	transcribed_unprocessed_pseudogene	FAR2P3
ENSG00000234626	antisense	
ENSG00000254140	lincRNA	
ENSG00000111450	protein_coding	STX2
ENSG00000228868	unprocessed_pseudogene	MYLKP1
ENSG00000169789	protein_coding	PRY
ENSG00000272263	antisense	
ENSG00000211891	IG_C_gene	IGHE
ENSG00000231501	processed_pseudogene	MTND4LP1
ENSG00000235024	antisense	
ENSG00000164125	protein_coding	FAM198B
ENSG00000280018	lincRNA	
ENSG00000250939	transcribed_unprocessed_pseudogene	
ENSG00000177138	protein_coding	FAM9B
ENSG00000232177	processed_pseudogene	MTND4P24
ENSG00000171450	protein_coding	CDK5R2
ENSG00000227468	lincRNA	
ENSG00000273350	sense_intronic	
ENSG00000274901	processed_pseudogene	
ENSG00000279313	lincRNA	
ENSG00000233499	unprocessed_pseudogene	OR5B1P
ENSG00000224928	processed_pseudogene	KRT8P30
ENSG00000249590	protein_coding	
ENSG00000214081	transcribed_unprocessed_pseudogene	CYP4F30P
ENSG00000113525	protein_coding	IL5
ENSG00000147592	protein_coding	LACTB2
ENSG00000212866	protein_coding	HSPA1B
ENSG00000107819	protein_coding	SFXN3
ENSG00000075239	protein_coding	ACAT1
ENSG00000225730	antisense	
ENSG00000178803	antisense	ADORA2A-AS1
ENSG00000228776	processed_pseudogene	
ENSG00000253427	lincRNA	
ENSG00000236878	processed_pseudogene	
ENSG00000005981	protein_coding	ASB4
ENSG00000122025	protein_coding	FLT3
ENSG00000076067	protein_coding	RBMS2
ENSG00000147669	protein_coding	POLR2K
ENSG00000235242	lincRNA	
ENSG00000100139	protein_coding	MICALL1
ENSG00000223349	processed_pseudogene	KLF2P3
ENSG00000231926	processed_pseudogene	SEPHS1P7
ENSG00000257159	processed_pseudogene	
ENSG00000230051	lincRNA	
ENSG00000187272	protein_coding	KRTAP9-8
ENSG00000257668	processed_pseudogene	
ENSG00000197629	protein_coding	MPEG1
ENSG00000235172	lincRNA	LINC01366
ENSG00000213714	protein_coding	FAM209B
ENSG00000263338	sense_intronic	
ENSG00000261916	sense_intronic	
ENSG00000141582	protein_coding	CBX4
ENSG00000225249	lincRNA	LINC00378
ENSG00000262248	processed_pseudogene	
ENSG00000234852	protein_coding	ZBTB12
ENSG00000226650	protein_coding	KIF4B
ENSG00000198889	protein_coding	DCAF12L1
ENSG00000262304	protein_coding	TRPV1
ENSG00000110042	protein_coding	DTX4
ENSG00000226414	processed_pseudogene	
ENSG00000236051	antisense	MYCBP2-AS1
ENSG00000177337	antisense	DLGAP1-AS1
ENSG00000130427	protein_coding	EPO
ENSG00000264701	antisense	
ENSG00000272219	sense_intronic	
ENSG00000187534	processed_pseudogene	PRR13P5
ENSG00000197417	protein_coding	SHPK
ENSG00000235070	lincRNA	
ENSG00000278970	TEC	HEIH
ENSG00000069122	protein_coding	ADGRF5
ENSG00000167183	protein_coding	PRR15L
ENSG00000183631	protein_coding	PRR32
ENSG00000257837	lincRNA	
ENSG00000184574	protein_coding	LPAR5
ENSG00000256533	processed_pseudogene	
ENSG00000230538	processed_pseudogene	
